,,,,,,,,,,,,,,,,,,,,,,,482.3255,0.5987,,,,"1,500.00"
Game_Index,Date,Team A,Team B,Game_No_A,Game_No_B,H_Status_A,H_Status_B,Goals_A,Goals_B,Win_Type,Att,LoG,Result_A,Result_B,Ladder_Pts_A,Ladder_Pts_B,Smoothed Result A,Rating A,Rating B,Actual,Expected,Diff,Sq Diff,Correct,,,Team A,Rating
285,15/11/2018,San Jose Sharks,Toronto Maple Leafs,20,19,1,0,3,5,-,17011,2:27:00,0,1,0,2,0.0568,"1,534.08","1,538.89",0.0568,0.4931,-0.4363,0.1903,1,,,,
286,16/11/2018,Toronto Maple Leafs,Anaheim Ducks,20,21,0,1,2,1,OT,16666,2:34:00,1,0,2,1,0.9784,"1,538.89","1,443.15",0.9784,0.6344,0.3440,0.1183,1,,,,
286,16/11/2018,Anaheim Ducks,Toronto Maple Leafs,21,20,1,0,1,2,OT,16666,2:34:00,0,1,1,2,0.0216,"1,443.15","1,538.89",0.0216,0.3656,-0.3440,0.1183,1,,,,
287,16/11/2018,Los Angeles Kings,Chicago Blackhawks,18,20,0,1,2,1,SO,21227,2:36:00,1,0,2,1,0.9784,"1,420.59","1,461.05",0.9784,0.4420,0.5364,0.2877,0,,,,
287,16/11/2018,Chicago Blackhawks,Los Angeles Kings,20,18,1,0,1,2,SO,21227,2:36:00,0,1,1,2,0.0216,"1,461.05","1,420.59",0.0216,0.5580,-0.5364,0.2877,0,,,,
288,16/11/2018,Washington Capitals,Colorado Avalanche,19,19,0,1,3,2,OT,18050,2:35:00,1,0,2,1,0.9029,"1,552.63","1,488.89",0.9029,0.5907,0.3122,0.0975,1,,,,
288,16/11/2018,Colorado Avalanche,Washington Capitals,19,19,1,0,2,3,OT,18050,2:35:00,0,1,1,2,0.0971,"1,488.89","1,552.63",0.0971,0.4093,-0.3122,0.0975,1,,,,
289,16/11/2018,Boston Bruins,Dallas Stars,19,19,0,1,0,1,OT,18532,2:37:00,0,1,1,2,0.0000,"1,569.08","1,513.26",0.0000,0.5797,-0.5797,0.3360,0,,,,
289,16/11/2018,Dallas Stars,Boston Bruins,19,19,1,0,1,0,OT,18532,2:37:00,1,0,2,1,1.0000,"1,513.26","1,569.08",1.0000,0.4203,0.5797,0.3360,0,,,,
290,16/11/2018,St. Louis Blues,Vegas Golden Knights,17,20,0,1,4,1,-,18488,2:25:00,1,0,2,0,0.9995,"1,535.37","1,512.01",0.9995,0.5336,0.4659,0.2171,1,,,,
290,16/11/2018,Vegas Golden Knights,St. Louis Blues,20,17,1,0,1,4,-,18488,2:25:00,0,1,0,2,0.0005,"1,512.01","1,535.37",0.0005,0.4664,-0.4659,0.2171,1,,,,
291,16/11/2018,Buffalo Sabres,Winnipeg Jets,19,18,0,1,2,1,SO,15321,2:37:00,1,0,2,1,0.9784,"1,434.27","1,535.38",0.9784,0.3585,0.6199,0.3843,0,,,,
291,16/11/2018,Winnipeg Jets,Buffalo Sabres,18,19,1,0,1,2,SO,15321,2:37:00,0,1,1,2,0.0216,"1,535.38","1,434.27",0.0216,0.6415,-0.6199,0.3843,0,,,,
292,17/11/2018,Boston Bruins,Arizona Coyotes,20,19,0,1,2,1,-,16386,2:23:00,1,0,2,0,0.9784,"1,569.08","1,474.89",0.9784,0.6323,0.3461,0.1198,1,,,,
292,17/11/2018,Arizona Coyotes,Boston Bruins,19,20,1,0,1,2,-,16386,2:23:00,0,1,0,2,0.0216,"1,474.89","1,569.08",0.0216,0.3677,-0.3461,0.1198,1,,,,
293,17/11/2018,Columbus Blue Jackets,Carolina Hurricanes,20,19,0,1,4,1,-,13040,2:25:00,1,0,2,0,0.9995,"1,542.45","1,535.26",0.9995,0.5103,0.4892,0.2393,1,,,,
293,17/11/2018,Carolina Hurricanes,Columbus Blue Jackets,19,20,1,0,1,4,-,13040,2:25:00,0,1,0,2,0.0005,"1,535.26","1,542.45",0.0005,0.4897,-0.4892,0.2393,1,,,,
294,17/11/2018,Edmonton Oilers,Calgary Flames,19,20,0,1,2,4,-,19289,2:45:00,0,1,0,2,0.0216,"1,451.41","1,565.89",0.0216,0.3410,-0.3193,0.1020,1,,,,
294,17/11/2018,Calgary Flames,Edmonton Oilers,20,19,1,0,4,2,-,19289,2:45:00,1,0,2,0,0.9784,"1,565.89","1,451.41",0.9784,0.6590,0.3193,0.1020,1,,,,
295,17/11/2018,Buffalo Sabres,Minnesota Wild,20,20,0,1,3,2,-,18947,2:22:00,1,0,2,0,0.9029,"1,434.27","1,467.06",0.9029,0.4529,0.4500,0.2025,0,,,,
295,17/11/2018,Minnesota Wild,Buffalo Sabres,20,20,1,0,2,3,-,18947,2:22:00,0,1,0,2,0.0971,"1,467.06","1,434.27",0.0971,0.5471,-0.4500,0.2025,0,,,,
296,17/11/2018,Detroit Red Wings,New Jersey Devils,20,18,0,1,3,2,OT,16514,2:37:00,1,0,2,1,0.9029,"1,433.41","1,428.84",0.9029,0.5066,0.3963,0.1571,1,,,,
296,17/11/2018,New Jersey Devils,Detroit Red Wings,18,20,1,0,2,3,OT,16514,2:37:00,0,1,1,2,0.0971,"1,428.84","1,433.41",0.0971,0.4934,-0.3963,0.1571,1,,,,
297,17/11/2018,Los Angeles Kings,Nashville Predators,19,20,0,1,3,5,-,17627,2:34:00,0,1,0,2,0.0568,"1,420.59","1,548.34",0.0568,0.3240,-0.2672,0.0714,1,,,,
297,17/11/2018,Nashville Predators,Los Angeles Kings,20,19,1,0,5,3,-,17627,2:34:00,1,0,2,0,0.9432,"1,548.34","1,420.59",0.9432,0.6760,0.2672,0.0714,1,,,,
298,17/11/2018,Florida Panthers,New York Rangers,17,20,0,1,2,4,-,18006,2:30:00,0,1,0,2,0.0216,"1,478.27","1,438.36",0.0216,0.5572,-0.5356,0.2868,0,,,,
298,17/11/2018,New York Rangers,Florida Panthers,20,17,1,0,4,2,-,18006,2:30:00,1,0,2,0,0.9784,"1,438.36","1,478.27",0.9784,0.4428,0.5356,0.2868,0,,,,
299,17/11/2018,Pittsburgh Penguins,Ottawa Senators,18,20,0,1,4,6,-,17692,2:28:00,0,1,0,2,0.0971,"1,530.65","1,416.01",0.0971,0.6592,-0.5622,0.3160,0,,,,
299,17/11/2018,Ottawa Senators,Pittsburgh Penguins,20,18,1,0,6,4,-,17692,2:28:00,1,0,2,0,0.9029,"1,416.01","1,530.65",0.9029,0.3408,0.5622,0.3160,0,,,,
300,17/11/2018,Tampa Bay Lightning,Philadelphia Flyers,20,20,0,1,6,5,OT,19060,2:40:00,1,0,2,1,0.7316,"1,659.32","1,471.12",0.7316,0.7471,-0.0155,0.0002,1,,,,
300,17/11/2018,Philadelphia Flyers,Tampa Bay Lightning,20,20,1,0,5,6,OT,19060,2:40:00,0,1,1,2,0.2684,"1,471.12","1,659.32",0.2684,0.2529,0.0155,0.0002,1,,,,
301,17/11/2018,St. Louis Blues,San Jose Sharks,18,21,0,1,0,4,-,17417,2:24:00,0,1,0,2,0.0000,"1,535.37","1,534.08",0.0000,0.5019,-0.5019,0.2519,0,,,,
301,17/11/2018,San Jose Sharks,St. Louis Blues,21,18,1,0,4,0,-,17417,2:24:00,1,0,2,0,1.0000,"1,534.08","1,535.37",1.0000,0.4981,0.5019,0.2519,0,,,,
302,17/11/2018,Montreal Canadiens,Vancouver Canucks,20,22,0,1,3,2,-,17880,2:35:00,1,0,2,0,0.9029,"1,522.17","1,448.16",0.9029,0.6049,0.2980,0.0888,1,,,,
302,17/11/2018,Vancouver Canucks,Montreal Canadiens,22,20,1,0,2,3,-,17880,2:35:00,0,1,0,2,0.0971,"1,448.16","1,522.17",0.0971,0.3951,-0.2980,0.0888,1,,,,
303,18/11/2018,Colorado Avalanche,Anaheim Ducks,20,22,0,1,4,3,OT,16502,2:40:00,1,0,2,1,0.8295,"1,488.89","1,443.15",0.8295,0.5654,0.2641,0.0697,1,,,,
303,18/11/2018,Anaheim Ducks,Colorado Avalanche,22,20,1,0,3,4,OT,16502,2:40:00,0,1,1,2,0.1705,"1,443.15","1,488.89",0.1705,0.4346,-0.2641,0.0697,1,,,,
304,18/11/2018,New Jersey Devils,Carolina Hurricanes,19,20,0,1,1,2,-,11211,2:30:00,0,1,0,2,0.0216,"1,428.84","1,535.26",0.0216,0.3515,-0.3298,0.1088,1,,,,
304,18/11/2018,Carolina Hurricanes,New Jersey Devils,20,19,1,0,2,1,-,11211,2:30:00,1,0,2,0,0.9784,"1,535.26","1,428.84",0.9784,0.6485,0.3298,0.1088,1,,,,
305,18/11/2018,Minnesota Wild,Chicago Blackhawks,21,21,0,1,1,3,-,21373,2:33:00,0,1,0,2,0.0024,"1,467.06","1,461.05",0.0024,0.5086,-0.5063,0.2563,0,,,,
305,18/11/2018,Chicago Blackhawks,Minnesota Wild,21,21,1,0,3,1,-,21373,2:33:00,1,0,2,0,0.9976,"1,461.05","1,467.06",0.9976,0.4914,0.5063,0.2563,0,,,,
306,18/11/2018,Vegas Golden Knights,Edmonton Oilers,21,20,0,1,6,3,-,18347,2:31:00,1,0,2,0,0.9784,"1,512.01","1,451.41",0.9784,0.5863,0.3920,0.1537,1,,,,
306,18/11/2018,Edmonton Oilers,Vegas Golden Knights,20,21,1,0,3,6,-,18347,2:31:00,0,1,0,2,0.0216,"1,451.41","1,512.01",0.0216,0.4137,-0.3920,0.1537,1,,,,
307,18/11/2018,Dallas Stars,New York Islanders,20,19,0,1,6,2,-,10650,2:24:00,1,0,2,0,0.9976,"1,513.26","1,549.74",0.9976,0.4477,0.5499,0.3024,0,,,,
307,18/11/2018,New York Islanders,Dallas Stars,19,20,1,0,2,6,-,10650,2:24:00,0,1,0,2,0.0024,"1,549.74","1,513.26",0.0024,0.5523,-0.5499,0.3024,0,,,,
308,19/11/2018,Vegas Golden Knights,Calgary Flames,22,21,0,1,2,7,-,17635,2:23:00,0,1,0,2,0.0010,"1,512.01","1,565.89",0.0010,0.4231,-0.4221,0.1781,1,,,,
308,19/11/2018,Calgary Flames,Vegas Golden Knights,21,22,1,0,7,2,-,17635,2:23:00,1,0,2,0,0.9990,"1,565.89","1,512.01",0.9990,0.5769,0.4221,0.1781,1,,,,
309,19/11/2018,Washington Capitals,Montreal Canadiens,20,21,0,1,5,4,OT,21911,2:52:00,1,0,2,1,0.7733,"1,552.63","1,522.17",0.7733,0.5437,0.2296,0.0527,1,,,,
309,19/11/2018,Montreal Canadiens,Washington Capitals,21,20,1,0,4,5,OT,21911,2:52:00,0,1,1,2,0.2267,"1,522.17","1,552.63",0.2267,0.4563,-0.2296,0.0527,1,,,,
310,19/11/2018,Tampa Bay Lightning,Nashville Predators,21,21,0,1,2,3,-,17419,2:29:00,0,1,0,2,0.0971,"1,659.32","1,548.34",0.0971,0.6545,-0.5574,0.3107,0,,,,
310,19/11/2018,Nashville Predators,Tampa Bay Lightning,21,21,1,0,3,2,-,17419,2:29:00,1,0,2,0,0.9029,"1,548.34","1,659.32",0.9029,0.3455,0.5574,0.3107,0,,,,
311,19/11/2018,Dallas Stars,New York Rangers,21,21,0,1,1,2,-,17071,2:22:00,0,1,0,2,0.0216,"1,513.26","1,438.36",0.0216,0.6062,-0.5845,0.3417,0,,,,
311,19/11/2018,New York Rangers,Dallas Stars,21,21,1,0,2,1,-,17071,2:22:00,1,0,2,0,0.9784,"1,438.36","1,513.26",0.9784,0.3938,0.5845,0.3417,0,,,,
312,19/11/2018,Florida Panthers,Ottawa Senators,18,21,0,1,7,5,-,11570,2:41:00,1,0,2,0,0.8642,"1,478.27","1,416.01",0.8642,0.5887,0.2755,0.0759,1,,,,
312,19/11/2018,Ottawa Senators,Florida Panthers,21,18,1,0,5,7,-,11570,2:41:00,0,1,0,2,0.1358,"1,416.01","1,478.27",0.1358,0.4113,-0.2755,0.0759,1,,,,
313,19/11/2018,Buffalo Sabres,Pittsburgh Penguins,21,19,0,1,5,4,OT,18618,2:37:00,1,0,2,1,0.7733,"1,434.27","1,530.65",0.7733,0.3648,0.4086,0.1669,0,,,,
313,19/11/2018,Pittsburgh Penguins,Buffalo Sabres,19,21,1,0,4,5,OT,18618,2:37:00,0,1,1,2,0.2267,"1,530.65","1,434.27",0.2267,0.6352,-0.4086,0.1669,0,,,,
314,19/11/2018,Los Angeles Kings,St. Louis Blues,20,19,0,1,2,0,-,16860,2:21:00,1,0,2,0,1.0000,"1,420.59","1,535.37",1.0000,0.3406,0.6594,0.4348,0,,,,
314,19/11/2018,St. Louis Blues,Los Angeles Kings,19,20,1,0,0,2,-,16860,2:21:00,0,1,0,2,0.0000,"1,535.37","1,420.59",0.0000,0.6594,-0.6594,0.4348,0,,,,
315,19/11/2018,Columbus Blue Jackets,Toronto Maple Leafs,21,21,0,1,2,4,-,19134,2:32:00,0,1,0,2,0.0216,"1,542.45","1,538.89",0.0216,0.5051,-0.4835,0.2338,0,,,,
315,19/11/2018,Toronto Maple Leafs,Columbus Blue Jackets,21,21,1,0,4,2,-,19134,2:32:00,1,0,2,0,0.9784,"1,538.89","1,542.45",0.9784,0.4949,0.4835,0.2338,0,,,,
316,19/11/2018,Winnipeg Jets,Vancouver Canucks,19,23,0,1,6,3,-,17917,2:32:00,1,0,2,0,0.9784,"1,535.38","1,448.16",0.9784,0.6230,0.3554,0.1263,1,,,,
316,19/11/2018,Vancouver Canucks,Winnipeg Jets,23,19,1,0,3,6,-,17917,2:32:00,0,1,0,2,0.0216,"1,448.16","1,535.38",0.0216,0.3770,-0.3554,0.1263,1,,,,
317,20/11/2018,Edmonton Oilers,San Jose Sharks,21,22,0,1,4,3,OT,17562,2:30:00,1,0,2,1,0.8295,"1,451.41","1,534.08",0.8295,0.3832,0.4463,0.1992,0,,,,
317,20/11/2018,San Jose Sharks,Edmonton Oilers,22,21,1,0,3,4,OT,17562,2:30:00,0,1,1,2,0.1705,"1,534.08","1,451.41",0.1705,0.6168,-0.4463,0.1992,0,,,,
318,21/11/2018,Vancouver Canucks,Anaheim Ducks,24,23,0,1,3,4,-,16091,2:32:00,0,1,0,2,0.1705,"1,448.16","1,443.15",0.1705,0.5072,-0.3367,0.1134,0,,,,
318,21/11/2018,Anaheim Ducks,Vancouver Canucks,23,24,1,0,4,3,-,16091,2:32:00,1,0,2,0,0.8295,"1,443.15","1,448.16",0.8295,0.4928,0.3367,0.1134,0,,,,
319,21/11/2018,Vegas Golden Knights,Arizona Coyotes,23,20,0,1,3,2,OT,14151,2:39:00,1,0,2,1,0.9029,"1,512.01","1,474.89",0.9029,0.5532,0.3497,0.1223,1,,,,
319,21/11/2018,Arizona Coyotes,Vegas Golden Knights,20,23,1,0,2,3,OT,14151,2:39:00,0,1,1,2,0.0971,"1,474.89","1,512.01",0.0971,0.4468,-0.3497,0.1223,1,,,,
320,21/11/2018,Philadelphia Flyers,Buffalo Sabres,21,22,0,1,2,5,-,19070,2:26:00,0,1,0,2,0.0064,"1,471.12","1,434.27",0.0064,0.5528,-0.5464,0.2986,0,,,,
320,21/11/2018,Buffalo Sabres,Philadelphia Flyers,22,21,1,0,5,2,-,19070,2:26:00,1,0,2,0,0.9936,"1,434.27","1,471.12",0.9936,0.4472,0.5464,0.2986,0,,,,
321,21/11/2018,Toronto Maple Leafs,Carolina Hurricanes,22,21,0,1,2,5,-,12562,2:31:00,0,1,0,2,0.0064,"1,538.89","1,535.26",0.0064,0.5052,-0.4988,0.2488,0,,,,
321,21/11/2018,Carolina Hurricanes,Toronto Maple Leafs,21,22,1,0,5,2,-,12562,2:31:00,1,0,2,0,0.9936,"1,535.26","1,538.89",0.9936,0.4948,0.4988,0.2488,0,,,,
322,21/11/2018,Winnipeg Jets,Calgary Flames,20,22,0,1,3,6,-,17661,2:35:00,0,1,0,2,0.0216,"1,535.38","1,565.89",0.0216,0.4562,-0.4346,0.1889,1,,,,
322,21/11/2018,Calgary Flames,Winnipeg Jets,22,20,1,0,6,3,-,17661,2:35:00,1,0,2,0,0.9784,"1,565.89","1,535.38",0.9784,0.5438,0.4346,0.1889,1,,,,
323,21/11/2018,Boston Bruins,Detroit Red Wings,21,21,0,1,2,3,OT,19515,2:29:00,0,1,1,2,0.0971,"1,569.08","1,433.41",0.0971,0.6859,-0.5888,0.3467,0,,,,
323,21/11/2018,Detroit Red Wings,Boston Bruins,21,21,1,0,3,2,OT,19515,2:29:00,1,0,2,1,0.9029,"1,433.41","1,569.08",0.9029,0.3141,0.5888,0.3467,0,,,,
324,21/11/2018,Colorado Avalanche,Los Angeles Kings,21,21,0,1,7,3,-,17840,2:40:00,1,0,2,0,0.9906,"1,488.89","1,420.59",0.9906,0.5970,0.3936,0.1549,1,,,,
324,21/11/2018,Los Angeles Kings,Colorado Avalanche,21,21,1,0,3,7,-,17840,2:40:00,0,1,0,2,0.0094,"1,420.59","1,488.89",0.0094,0.4030,-0.3936,0.1549,1,,,,
325,21/11/2018,Ottawa Senators,Minnesota Wild,22,22,0,1,4,6,-,19035,2:36:00,0,1,0,2,0.0971,"1,416.01","1,467.06",0.0971,0.4271,-0.3300,0.1089,1,,,,
325,21/11/2018,Minnesota Wild,Ottawa Senators,22,22,1,0,6,4,-,19035,2:36:00,1,0,2,0,0.9029,"1,467.06","1,416.01",0.9029,0.5729,0.3300,0.1089,1,,,,
326,21/11/2018,Montreal Canadiens,New Jersey Devils,22,20,0,1,2,5,-,16514,2:24:00,0,1,0,2,0.0064,"1,522.17","1,428.84",0.0064,0.6312,-0.6247,0.3903,0,,,,
326,21/11/2018,New Jersey Devils,Montreal Canadiens,20,22,1,0,5,2,-,16514,2:24:00,1,0,2,0,0.9936,"1,428.84","1,522.17",0.9936,0.3688,0.6247,0.3903,0,,,,
327,21/11/2018,St. Louis Blues,Nashville Predators,20,22,0,1,1,4,-,17558,2:39:00,0,1,0,2,0.0005,"1,535.37","1,548.34",0.0005,0.4813,-0.4809,0.2312,1,,,,
327,21/11/2018,Nashville Predators,St. Louis Blues,22,20,1,0,4,1,-,17558,2:39:00,1,0,2,0,0.9995,"1,548.34","1,535.37",0.9995,0.5187,0.4809,0.2312,1,,,,
328,21/11/2018,New York Islanders,New York Rangers,20,22,0,1,0,5,-,17297,2:25:00,0,1,0,2,0.0000,"1,549.74","1,438.36",0.0000,0.6550,-0.6550,0.4291,0,,,,
328,21/11/2018,New York Rangers,New York Islanders,22,20,1,0,5,0,-,17297,2:25:00,1,0,2,0,1.0000,"1,438.36","1,549.74",1.0000,0.3450,0.6550,0.4291,0,,,,
329,21/11/2018,Dallas Stars,Pittsburgh Penguins,22,20,0,1,1,5,-,18430,2:18:00,0,1,0,2,0.0001,"1,513.26","1,530.65",0.0001,0.4750,-0.4749,0.2255,1,,,,
329,21/11/2018,Pittsburgh Penguins,Dallas Stars,20,22,1,0,5,1,-,18430,2:18:00,1,0,2,0,0.9999,"1,530.65","1,513.26",0.9999,0.5250,0.4749,0.2255,1,,,,
330,21/11/2018,Florida Panthers,Tampa Bay Lightning,19,22,0,1,3,7,-,19092,2:28:00,0,1,0,2,0.0094,"1,478.27","1,659.32",0.0094,0.2607,-0.2514,0.0632,1,,,,
330,21/11/2018,Tampa Bay Lightning,Florida Panthers,22,19,1,0,7,3,-,19092,2:28:00,1,0,2,0,0.9906,"1,659.32","1,478.27",0.9906,0.7393,0.2514,0.0632,1,,,,
331,21/11/2018,Chicago Blackhawks,Washington Capitals,22,21,0,1,2,4,-,18506,2:30:00,0,1,0,2,0.0216,"1,461.05","1,552.63",0.0216,0.3712,-0.3496,0.1222,1,,,,
331,21/11/2018,Washington Capitals,Chicago Blackhawks,21,22,1,0,4,2,-,18506,2:30:00,1,0,2,0,0.9784,"1,552.63","1,461.05",0.9784,0.6288,0.3496,0.1222,1,,,,
332,23/11/2018,Edmonton Oilers,Anaheim Ducks,22,24,0,1,1,2,OT,16497,2:23:00,0,1,1,2,0.0216,"1,451.41","1,443.15",0.0216,0.5119,-0.4903,0.2404,0,,,,
332,23/11/2018,Anaheim Ducks,Edmonton Oilers,24,22,1,0,2,1,OT,16497,2:23:00,1,0,2,1,0.9784,"1,443.15","1,451.41",0.9784,0.4881,0.4903,0.2404,0,,,,
333,23/11/2018,Colorado Avalanche,Arizona Coyotes,22,21,0,1,5,1,-,12029,2:30:00,1,0,2,0,0.9999,"1,488.89","1,474.89",0.9999,0.5201,0.4797,0.2301,1,,,,
333,23/11/2018,Arizona Coyotes,Colorado Avalanche,21,22,1,0,1,5,-,12029,2:30:00,0,1,0,2,0.0001,"1,474.89","1,488.89",0.0001,0.4799,-0.4797,0.2301,1,,,,
334,23/11/2018,Pittsburgh Penguins,Boston Bruins,21,22,0,1,1,2,OT,17565,2:41:00,0,1,1,2,0.0216,"1,530.65","1,569.08",0.0216,0.4449,-0.4233,0.1792,1,,,,
334,23/11/2018,Boston Bruins,Pittsburgh Penguins,22,21,1,0,2,1,OT,17565,2:41:00,1,0,2,1,0.9784,"1,569.08","1,530.65",0.9784,0.5551,0.4233,0.1792,1,,,,
335,23/11/2018,Montreal Canadiens,Buffalo Sabres,23,23,0,1,2,3,OT,19070,2:37:00,0,1,1,2,0.0971,"1,522.17","1,434.27",0.0971,0.6239,-0.5268,0.2775,0,,,,
335,23/11/2018,Buffalo Sabres,Montreal Canadiens,23,23,1,0,3,2,OT,19070,2:37:00,1,0,2,1,0.9029,"1,434.27","1,522.17",0.9029,0.3761,0.5268,0.2775,0,,,,
336,23/11/2018,Florida Panthers,Carolina Hurricanes,20,22,0,1,1,4,-,13226,2:28:00,0,1,0,2,0.0005,"1,478.27","1,535.26",0.0005,0.4187,-0.4182,0.1749,1,,,,
336,23/11/2018,Carolina Hurricanes,Florida Panthers,22,20,1,0,4,1,-,13226,2:28:00,1,0,2,0,0.9995,"1,535.26","1,478.27",0.9995,0.5813,0.4182,0.1749,1,,,,
337,23/11/2018,Toronto Maple Leafs,Columbus Blue Jackets,23,22,0,1,2,4,-,18656,2:21:00,0,1,0,2,0.0216,"1,538.89","1,542.45",0.0216,0.4949,-0.4733,0.2240,1,,,,
337,23/11/2018,Columbus Blue Jackets,Toronto Maple Leafs,22,23,1,0,4,2,-,18656,2:21:00,1,0,2,0,0.9784,"1,542.45","1,538.89",0.9784,0.5051,0.4733,0.2240,1,,,,
338,23/11/2018,Ottawa Senators,Dallas Stars,23,23,0,1,4,6,-,18532,2:40:00,0,1,0,2,0.0971,"1,416.01","1,513.26",0.0971,0.3636,-0.2665,0.0710,1,,,,
338,23/11/2018,Dallas Stars,Ottawa Senators,23,23,1,0,6,4,-,18532,2:40:00,1,0,2,0,0.9029,"1,513.26","1,416.01",0.9029,0.6364,0.2665,0.0710,1,,,,
339,23/11/2018,Winnipeg Jets,Minnesota Wild,21,23,0,1,2,4,-,19116,2:42:00,0,1,0,2,0.0216,"1,535.38","1,467.06",0.0216,0.5971,-0.5755,0.3311,0,,,,
339,23/11/2018,Minnesota Wild,Winnipeg Jets,23,21,1,0,4,2,-,19116,2:42:00,1,0,2,0,0.9784,"1,467.06","1,535.38",0.9784,0.4029,0.5755,0.3311,0,,,,
340,23/11/2018,New York Islanders,New Jersey Devils,21,21,0,1,4,3,OT,16514,2:38:00,1,0,2,1,0.8295,"1,549.74","1,428.84",0.8295,0.6673,0.1622,0.0263,1,,,,
340,23/11/2018,New Jersey Devils,New York Islanders,21,21,1,0,3,4,OT,16514,2:38:00,0,1,1,2,0.1705,"1,428.84","1,549.74",0.1705,0.3327,-0.1622,0.0263,1,,,,
341,23/11/2018,New York Rangers,Philadelphia Flyers,23,22,0,1,0,4,-,19523,2:31:00,0,1,0,2,0.0000,"1,438.36","1,471.12",0.0000,0.4530,-0.4530,0.2052,1,,,,
341,23/11/2018,Philadelphia Flyers,New York Rangers,22,23,1,0,4,0,-,19523,2:31:00,1,0,2,0,1.0000,"1,471.12","1,438.36",1.0000,0.5470,0.4530,0.2052,1,,,,
342,23/11/2018,Vancouver Canucks,San Jose Sharks,25,23,0,1,0,4,-,17056,2:21:00,0,1,0,2,0.0000,"1,448.16","1,534.08",0.0000,0.3788,-0.3788,0.1435,1,,,,
342,23/11/2018,San Jose Sharks,Vancouver Canucks,23,25,1,0,4,0,-,17056,2:21:00,1,0,2,0,1.0000,"1,534.08","1,448.16",1.0000,0.6212,0.3788,0.1435,1,,,,
343,23/11/2018,Nashville Predators,St. Louis Blues,23,21,0,1,2,6,-,16192,2:30:00,0,1,0,2,0.0024,"1,548.34","1,535.37",0.0024,0.5187,-0.5163,0.2666,0,,,,
343,23/11/2018,St. Louis Blues,Nashville Predators,21,23,1,0,6,2,-,16192,2:30:00,1,0,2,0,0.9976,"1,535.37","1,548.34",0.9976,0.4813,0.5163,0.2666,0,,,,
344,23/11/2018,Chicago Blackhawks,Tampa Bay Lightning,23,23,0,1,2,4,-,19092,2:20:00,0,1,0,2,0.0216,"1,461.05","1,659.32",0.0216,0.2421,-0.2205,0.0486,1,,,,
344,23/11/2018,Tampa Bay Lightning,Chicago Blackhawks,23,23,1,0,4,2,-,19092,2:20:00,1,0,2,0,0.9784,"1,659.32","1,461.05",0.9784,0.7579,0.2205,0.0486,1,,,,
345,23/11/2018,Calgary Flames,Vegas Golden Knights,23,24,0,1,0,2,-,18206,2:25:00,0,1,0,2,0.0000,"1,565.89","1,512.01",0.0000,0.5769,-0.5769,0.3328,0,,,,
345,23/11/2018,Vegas Golden Knights,Calgary Flames,24,23,1,0,2,0,-,18206,2:25:00,1,0,2,0,1.0000,"1,512.01","1,565.89",1.0000,0.4231,0.5769,0.3328,0,,,,
346,23/11/2018,Detroit Red Wings,Washington Capitals,22,22,0,1,1,3,-,18506,2:32:00,0,1,0,2,0.0024,"1,433.41","1,552.63",0.0024,0.3349,-0.3325,0.1105,1,,,,
346,23/11/2018,Washington Capitals,Detroit Red Wings,22,22,1,0,3,1,-,18506,2:32:00,1,0,2,0,0.9976,"1,552.63","1,433.41",0.9976,0.6651,0.3325,0.1105,1,,,,
347,24/11/2018,Dallas Stars,Colorado Avalanche,24,23,0,1,2,3,-,18010,2:31:00,0,1,0,2,0.0971,"1,513.26","1,488.89",0.0971,0.5350,-0.4379,0.1918,0,,,,
347,24/11/2018,Colorado Avalanche,Dallas Stars,23,24,1,0,3,2,-,18010,2:31:00,1,0,2,0,0.9029,"1,488.89","1,513.26",0.9029,0.4650,0.4379,0.1918,0,,,,
348,24/11/2018,Buffalo Sabres,Detroit Red Wings,24,23,0,1,3,2,SO,19515,2:51:00,1,0,2,1,0.9029,"1,434.27","1,433.41",0.9029,0.5012,0.4017,0.1613,1,,,,
348,24/11/2018,Detroit Red Wings,Buffalo Sabres,23,24,1,0,2,3,SO,19515,2:51:00,0,1,1,2,0.0971,"1,433.41","1,434.27",0.0971,0.4988,-0.4017,0.1613,1,,,,
349,24/11/2018,Chicago Blackhawks,Florida Panthers,24,21,0,1,5,4,OT,14283,2:37:00,1,0,2,1,0.7733,"1,461.05","1,478.27",0.7733,0.4752,0.2981,0.0889,0,,,,
349,24/11/2018,Florida Panthers,Chicago Blackhawks,21,24,1,0,4,5,OT,14283,2:37:00,0,1,1,2,0.2267,"1,478.27","1,461.05",0.2267,0.5248,-0.2981,0.0889,0,,,,
350,24/11/2018,Vancouver Canucks,Los Angeles Kings,26,22,0,1,4,2,-,17725,2:23:00,1,0,2,0,0.9784,"1,448.16","1,420.59",0.9784,0.5396,0.4388,0.1925,1,,,,
350,24/11/2018,Los Angeles Kings,Vancouver Canucks,22,26,1,0,2,4,-,17725,2:23:00,0,1,0,2,0.0216,"1,420.59","1,448.16",0.0216,0.4604,-0.4388,0.1925,1,,,,
351,24/11/2018,Boston Bruins,Montreal Canadiens,23,24,0,1,3,2,-,21302,2:37:00,1,0,2,0,0.9029,"1,569.08","1,522.17",0.9029,0.5671,0.3358,0.1128,1,,,,
